Word,negative,positive,neutral,norm_valence
gun,-1.4,1.49666,"[0, -4, 0, -3, 0, -3, -2, 0, -2, 0]",0.325
faille,0.1,0.3,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.5125
oversimplification,0.2,1.53623,"[-1, 1, -1, -1, 1, -1, -2, 1, 2, 3]",0.525
pressurizers,-0.7,0.9,"[-1, 0, -2, -1, -2, -1, 0, 0, 1, -1]",0.4125
dismal,-3.0,1.0,"[-2, -1, -4, -4, -3, -2, -3, -4, -4, -3]",0.125
improver,1.8,0.6,"[2, 1, 2, 1, 2, 3, 1, 2, 2, 2]",0.725
disregarded,-1.6,0.4899,"[-1, -1, -2, -2, -2, -2, -1, -2, -1, -2]",0.3
creatin,0.1,0.53852,"[0, 0, 0, 1, 0, 0, 0, 1, -1, 0]",0.5125
dork,-1.4,0.66332,"[-1, -2, -2, -1, -1, -1, -3, -1, -1, -1]",0.325
freeness,1.6,0.66332,"[1, 2, 3, 2, 2, 1, 1, 1, 2, 1]",0.7
|-0,-1.2,0.74833,"[0, -2, -1, -1, -1, -1, -1, -1, -1, -3]",0.35
eagerness,1.7,0.45826,"[2, 2, 2, 2, 1, 1, 2, 2, 2, 1]",0.7125
dynamitic,0.9,1.3,"[2, 0, 1, -2, 2, 1, 1, 3, 0, 1]",0.6125
snubbing,-0.9,1.13578,"[-2, -1, -1, -1, 1, -1, -3, 1, -1, -1]",0.3875
denounce,-1.4,0.91652,"[-2, -1, -2, -1, 1, -2, -2, -1, -2, -2]",0.325
hid,-0.4,0.4899,"[0, -1, 0, 0, -1, -1, -1, 0, 0, 0]",0.45
antagonizing,-2.7,0.64031,"[-4, -2, -2, -3, -2, -3, -3, -2, -3, -3]",0.16249999999999998
bitterns,-0.4,1.11355,"[0, 0, 0, -3, 0, 0, 0, 1, 0, -2]",0.45
gratifies,1.5,0.80623,"[3, 1, 1, 1, 2, 1, 1, 1, 1, 3]",0.6875
weapons,-1.9,0.9434,"[-2, -1, -2, -2, -1, -3, -3, -3, -2, 0]",0.2625
contemptibility,-0.9,1.51327,"[-2, -1, -3, -1, 0, -3, -1, 1, 2, -1]",0.3875
liberty,2.4,0.91652,"[2, 2, 3, 3, 3, 3, 2, 4, 1, 1]",0.8
fury,-2.7,0.78102,"[-4, -3, -2, -2, -2, -3, -4, -2, -3, -2]",0.16249999999999998
resentfulness,-2.0,0.7746,"[-2, -2, -3, -3, -2, -3, -2, -1, -1, -1]",0.25
impressments,0.5,1.20416,"[2, 0, 0, 1, 2, 2, 0, -2, 0, 0]",0.5625
stinkiest,-2.1,1.57797,"[-1, -2, -3, -4, -2, -1, 1, -4, -1, -4]",0.2375
loathing,-2.7,0.78102,"[-3, -3, -3, -1, -4, -2, -3, -3, -2, -3]",0.16249999999999998
strengths,1.7,0.64031,"[2, 1, 3, 1, 2, 1, 2, 1, 2, 2]",0.7125
cruelness,-2.9,0.3,"[-3, -3, -3, -3, -3, -3, -3, -3, -2, -3]",0.1375
miserable,-2.2,1.32665,"[-2, -2, -3, -3, -4, -3, -1, -2, 1, -3]",0.22499999999999998
stinkpot,-2.5,0.92195,"[-4, -1, -3, -4, -2, -2, -3, -2, -2, -2]",0.1875
keenness,1.4,0.4899,"[1, 1, 2, 2, 1, 1, 1, 2, 2, 1]",0.675
derails,-1.3,0.78102,"[-2, -3, -1, -2, -1, -1, 0, -1, -1, -1]",0.3375
decisive,0.9,0.83066,"[2, 2, 0, 1, -1, 1, 1, 1, 1, 1]",0.6125
repressurize,-0.3,0.64031,"[0, 0, 0, 0, 0, 0, -2, 0, -1, 0]",0.4625
comfortable,2.3,0.64031,"[1, 2, 3, 2, 2, 3, 3, 3, 2, 2]",0.7875
sluttiest,-3.1,0.83066,"[-3, -4, -3, -4, -3, -4, -2, -2, -4, -2]",0.11249999999999999
gracilis,0.4,0.66332,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 2]",0.55
lowriders,0.1,0.53852,"[0, 0, 0, 0, 1, 0, -1, 0, 1, 0]",0.5125
rapist,-3.9,0.3,"[-4, -4, -4, -4, -4, -4, -3, -4, -4, -4]",0.012500000000000011
splendid,2.8,0.9798,"[4, 2, 3, 4, 2, 2, 3, 1, 3, 4]",0.85
charms,1.9,0.7,"[1, 2, 3, 2, 1, 2, 3, 1, 2, 2]",0.7375
gloomier,-1.5,1.20416,"[-3, -2, -2, -3, -1, -2, 0, 1, -1, -2]",0.3125
richest,2.4,1.11355,"[4, 4, 2, 2, 3, 0, 2, 2, 3, 2]",0.8
disagreements,-1.8,0.6,"[-2, -3, -1, -2, -2, -1, -2, -2, -1, -2]",0.275
disjointed,-1.3,0.45826,"[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]",0.3375
griming,-0.7,1.55242,"[-3, -1, -1, -2, 0, 2, -1, -2, -1, 2]",0.4125
bastardizing,-2.3,0.9,"[-2, -2, -1, -4, -3, -2, -1, -2, -3, -3]",0.21250000000000002
disheartenments,-2.2,0.87178,"[-2, -3, -3, -3, -3, -1, -1, -1, -2, -3]",0.22499999999999998
devotion,2.0,1.0,"[2, 0, 1, 2, 4, 3, 2, 2, 2, 2]",0.75
pesky,-1.2,0.4,"[-1, -2, -1, -1, -1, -1, -2, -1, -1, -1]",0.35
assures,1.3,0.45826,"[2, 1, 1, 1, 2, 1, 2, 1, 1, 1]",0.6625
distressfully,-1.7,1.1,"[-1, -3, -2, 1, -3, -1, -2, -2, -2, -2]",0.2875
terrors,-2.6,0.4899,"[-2, -3, -3, -3, -2, -2, -3, -2, -3, -3]",0.175
hurtles,-1.0,0.63246,"[-1, -2, 0, 0, -1, -1, -1, -1, -2, -1]",0.375
obnoxiously,-2.3,0.64031,"[-3, -2, -1, -2, -2, -3, -2, -3, -3, -2]",0.21250000000000002
peacekeepings,1.6,0.8,"[0, 1, 1, 2, 2, 3, 2, 2, 2, 1]",0.7
alright,1.0,0.7746,"[0, 1, 0, 3, 1, 1, 1, 1, 1, 1]",0.625
offensively,-2.8,0.87178,"[-2, -4, -3, -3, -2, -4, -4, -2, -2, -2]",0.15000000000000002
excellencies,2.4,0.4899,"[3, 2, 3, 3, 2, 2, 2, 2, 3, 2]",0.8
naive,-1.1,1.22066,"[-2, -2, -1, 2, -1, -1, -1, -3, -1, -1]",0.3625
lousiness,-1.7,0.64031,"[-2, -2, -1, -1, -2, -2, -3, -2, -1, -1]",0.2875
skeptic,-0.9,1.13578,"[0, 0, -1, -1, -1, 0, -2, -2, 1, -3]",0.3875
tenderizes,0.3,0.45826,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",0.5375
touting,-0.7,0.64031,"[0, 0, -1, -1, -1, -1, 0, -2, 0, -1]",0.4125
dumbed,-1.4,0.4899,"[-2, -1, -2, -2, -2, -1, -1, -1, -1, -1]",0.325
satisfied,1.8,0.6,"[2, 2, 2, 1, 1, 2, 3, 1, 2, 2]",0.725
top,0.8,0.87178,"[1, 3, 1, 1, 1, 0, 0, 1, 0, 0]",0.6
nice,1.8,0.74833,"[3, 1, 1, 2, 2, 1, 3, 1, 2, 2]",0.725
trustfulness,2.1,0.83066,"[3, 2, 3, 2, 3, 2, 2, 2, 0, 2]",0.7625
dynamism,1.6,1.11355,"[0, 2, 0, 2, 0, 2, 3, 3, 2, 2]",0.7
freers,1.0,0.89443,"[0, 1, 1, 2, 3, 1, 0, 1, 0, 1]",0.625
stinkhorn,-0.2,1.16619,"[-2, -2, 0, 0, -1, 0, 1, 2, 0, 0]",0.475
excellent,2.7,0.64031,"[2, 3, 3, 3, 3, 2, 3, 2, 2, 4]",0.8375
confusional,-1.2,0.6,"[-2, -2, 0, -1, -2, -1, -1, -1, -1, -1]",0.35
stamina,1.2,0.9798,"[1, 0, 3, 0, 1, 2, 2, 1, 2, 0]",0.65
calms,1.3,0.64031,"[2, 1, 1, 2, 0, 1, 1, 2, 2, 1]",0.6625
indoctrinates,-0.6,1.2,"[1, -1, -3, 1, -1, 1, -1, -1, -1, -1]",0.425
masochistic,-2.2,1.16619,"[-1, -1, -1, -2, -3, -2, -4, -3, -4, -1]",0.22499999999999998
preciousness,1.9,0.83066,"[2, 4, 2, 2, 2, 1, 1, 1, 2, 2]",0.7375
suspect,-1.2,0.9798,"[0, -1, -1, -2, -2, -2, 1, -1, -2, -2]",0.35
discomfortable,-1.6,0.8,"[-1, -1, -1, -2, -3, -1, -2, -1, -3, -1]",0.3
respects,1.3,1.00499,"[2, 0, 0, 0, 2, 1, 2, 1, 2, 3]",0.6625
adventuress,0.8,1.72047,"[3, -1, 2, 2, 0, 0, 1, 2, -3, 2]",0.6
difficulty,-1.4,0.66332,"[-2, -2, -2, -2, 0, -1, -1, -2, -1, -1]",0.325
sceptical,-1.2,0.4,"[-1, -1, -1, -1, -1, -1, -1, -2, -2, -1]",0.35
reassuringly,1.8,0.87178,"[1, 3, 2, 1, 2, 3, 3, 1, 1, 1]",0.725
timorous,-0.8,0.9798,"[-2, -1, -1, -1, -1, -2, -1, 1, 1, -1]",0.4
crappy,-2.6,0.8,"[-1, -3, -3, -2, -3, -4, -2, -2, -3, -3]",0.175
ranters,-1.2,0.87178,"[-1, -1, -1, 0, -1, -1, -3, -2, 0, -2]",0.35
champy,1.0,1.0,"[3, 0, 0, 0, 0, 2, 1, 2, 1, 1]",0.625
greediness,-1.7,1.00499,"[-2, -1, -2, -1, -2, -4, -1, 0, -2, -2]",0.2875
joke,1.2,0.74833,"[1, 1, 1, 1, 1, 1, 0, 2, 1, 3]",0.65
festivalgoer,1.3,1.1,"[1, 3, 2, 3, 0, 0, 1, 2, 0, 1]",0.6625
lack,-1.3,0.45826,"[-1, -1, -1, -1, -2, -1, -2, -1, -1, -2]",0.3375
lurking,-0.5,1.11803,"[1, -1, -1, 0, -1, -2, 1, -2, 1, -1]",0.4375
calmodulin,0.2,0.4,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0.525
congratulations,2.9,0.53852,"[2, 3, 3, 3, 3, 3, 3, 3, 4, 2]",0.8625
obsession,-1.4,0.8,"[0, -2, -2, -1, -1, -1, -3, -1, -1, -2]",0.325
falsified,-1.6,0.91652,"[-4, -1, -1, -2, -1, -1, -2, -2, -1, -1]",0.3
heartbreakingly,-1.8,2.08806,"[-3, 3, 1, -3, -3, -2, -3, -3, -4, -1]",0.275
respectfully,1.7,0.64031,"[1, 2, 1, 2, 2, 2, 1, 3, 1, 2]",0.7125
powerless,-2.2,0.6,"[-2, -3, -2, -2, -3, -2, -3, -2, -1, -2]",0.22499999999999998
perpetrators,-1.0,1.67332,"[-1, -2, -2, -2, -2, 2, 0, -4, 1, 0]",0.375
guiltily,-1.1,1.57797,"[-3, -1, -1, -2, 0, -2, 3, -2, -1, -2]",0.3625
crushes,-1.9,0.53852,"[-2, -2, -2, -2, -2, -1, -1, -3, -2, -2]",0.2625
clevernesses,1.4,0.66332,"[1, 1, 1, 2, 2, 2, 2, 0, 2, 1]",0.675
delightedness,2.1,0.53852,"[2, 2, 2, 2, 3, 2, 3, 2, 1, 2]",0.7625
disillusion,-1.0,1.18322,"[-2, 0, -2, -1, -2, 1, -2, -1, 1, -2]",0.375
regretters,-2.0,0.89443,"[-1, -2, -2, -2, -4, -3, -1, -1, -2, -2]",0.25
paniculate,0.1,0.3,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0.5125
appalled,-2.0,0.63246,"[-3, -2, -3, -2, -2, -1, -1, -2, -2, -2]",0.25
safest,1.7,1.61555,"[2, 2, 2, 2, -3, 3, 3, 2, 2, 2]",0.7125
joying,2.5,0.67082,"[2, 2, 1, 3, 3, 3, 3, 3, 3, 2]",0.8125
impressively,2.0,0.89443,"[3, 1, 1, 2, 2, 2, 2, 4, 2, 1]",0.75
soothed,0.5,1.43178,"[2, -3, 1, 1, 0, 1, 1, 1, 2, -1]",0.5625
depressed,-2.3,0.45826,"[-2, -2, -2, -2, -2, -3, -3, -3, -2, -2]",0.21250000000000002
solving,1.4,0.8,"[0, 3, 1, 2, 1, 1, 2, 1, 2, 1]",0.675
pleases,1.7,0.45826,"[2, 1, 2, 2, 1, 1, 2, 2, 2, 2]",0.7125
harmonising,1.4,0.66332,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 3]",0.675
criminals,-2.7,0.9,"[-2, -2, -1, -3, -3, -4, -4, -3, -2, -3]",0.16249999999999998
mistakable,-0.8,0.4,"[-1, -1, -1, -1, -1, -1, -1, 0, 0, -1]",0.4
lowlights,-0.3,0.78102,"[0, 0, -1, 1, -2, -1, 0, 0, 0, 0]",0.4625
justified,1.7,0.64031,"[1, 2, 2, 3, 1, 1, 1, 2, 2, 2]",0.7125
villainy,-2.6,0.4899,"[-3, -2, -3, -3, -2, -2, -2, -3, -3, -3]",0.175
joyriding,0.9,1.04403,"[1, -1, 1, 1, 0, 2, 0, 1, 3, 1]",0.6125
upsetter,-1.9,0.7,"[-2, -2, -1, -1, -3, -2, -3, -1, -2, -2]",0.2625
accomplish,1.8,0.6,"[1, 2, 3, 2, 2, 2, 1, 1, 2, 2]",0.725
molestation,-1.9,1.57797,"[-2, -2, -3, -2, -3, -2, -4, 1, 1, -3]",0.2625
lamenter,-1.2,0.87178,"[-1, 0, -1, -1, -1, -1, -2, -3, -2, 0]",0.35
protect,1.6,0.8,"[1, 3, 1, 1, 1, 1, 3, 2, 1, 2]",0.7
handsomely,1.9,0.7,"[1, 3, 1, 1, 2, 2, 2, 2, 2, 3]",0.7375
affectional,1.9,1.04403,"[3, 3, 2, 0, 2, 2, 2, 3, 2, 0]",0.7375
neurotically,-1.8,1.16619,"[0, -2, -1, -3, -3, -1, 0, -2, -3, -3]",0.275
determinator,1.1,1.04403,"[3, 0, 1, 0, 1, 0, 2, 2, 0, 2]",0.6375
devastate,-3.1,0.9434,"[-4, -4, -1, -4, -4, -3, -3, -3, -2, -3]",0.11249999999999999
denier,-1.5,0.67082,"[-1, -1, -1, -1, -2, -3, -2, -2, -1, -1]",0.3125
phobics,-1.3,0.64031,"[-1, -1, -1, -2, -2, -1, 0, -2, -2, -1]",0.3375
harsher,-2.2,0.6,"[-2, -3, -2, -3, -2, -2, -1, -3, -2, -2]",0.22499999999999998
delightfulness,2.1,0.7,"[3, 2, 3, 1, 2, 3, 2, 2, 2, 1]",0.7625
missed,-1.2,0.74833,"[-2, -1, 0, -1, -1, -1, -3, -1, -1, -1]",0.35
happiness,2.6,0.4899,"[2, 3, 3, 3, 3, 2, 2, 3, 2, 3]",0.825
lifesaver,2.8,0.74833,"[3, 3, 4, 2, 3, 1, 3, 3, 3, 3]",0.85
innovation,1.6,0.91652,"[1, 0, 3, 2, 1, 2, 3, 2, 1, 1]",0.7
empathetic,1.7,1.1,"[-1, 3, 2, 2, 2, 1, 3, 1, 2, 2]",0.7125
wimpishness,-0.2,1.249,"[-3, -1, 0, -1, -1, 1, 1, 1, 1, 0]",0.475
offenses,-1.5,1.5,"[-1, -2, -2, -4, -1, -2, 1, -3, 1, -2]",0.3125
neater,1.0,0.44721,"[1, 1, 1, 1, 1, 1, 2, 0, 1, 1]",0.625
worst,-3.1,1.04403,"[-4, -4, -3, -1, -3, -4, -2, -2, -4, -4]",0.11249999999999999
poor,-2.1,1.13578,"[-2, -2, -1, -4, -2, 0, -2, -4, -2, -2]",0.2375
givers,1.7,1.34536,"[2, -1, 3, 3, 3, 1, 1, 2, 0, 3]",0.7125
astound,1.7,1.26886,"[2, 2, 2, 2, 0, 3, 4, 0, 0, 2]",0.7125
luck,2.0,0.63246,"[2, 2, 1, 3, 3, 2, 1, 2, 2, 2]",0.75
weeping,-1.9,0.9434,"[-2, -2, -1, -1, -1, -1, -4, -2, -2, -3]",0.2625
graveled,-0.5,0.80623,"[0, 0, 0, 0, -1, -2, 0, 0, -2, 0]",0.4375
tendernesses,0.9,1.44568,"[1, 2, 1, 1, 3, -1, -2, 2, 2, 0]",0.6125
determined,1.4,1.35647,"[-2, 1, 3, 2, 2, 2, 3, 1, 1, 1]",0.675
perfect,2.7,0.78102,"[2, 4, 2, 3, 4, 2, 3, 2, 3, 2]",0.8375
funniness,1.8,0.9798,"[3, 2, 3, 2, 2, 1, 3, 0, 1, 1]",0.725
respect,2.1,0.53852,"[2, 2, 2, 2, 3, 3, 2, 2, 1, 2]",0.7625
devastated,-3.0,0.89443,"[-4, -3, -3, -4, -3, -1, -3, -4, -3, -2]",0.125
nastic,0.2,0.6,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.525
chuckling,1.4,0.4899,"[1, 2, 1, 2, 1, 1, 2, 2, 1, 1]",0.675
criticizable,-1.0,0.63246,"[-1, -2, 0, -1, -2, -1, 0, -1, -1, -1]",0.375
gratingly,-0.2,1.6,"[1, -3, -2, -2, 0, 2, 1, -1, 1, 1]",0.475
falsify,-2.0,0.7746,"[-2, -1, -3, -3, -1, -2, -2, -2, -1, -3]",0.25
successors,1.1,1.04403,"[2, 0, 1, 2, 0, 1, 3, 0, 2, 0]",0.6375
mocker,-0.8,1.46969,"[-1, -2, 2, -2, -2, -2, -2, 1, 1, -1]",0.4
panic,-2.3,0.64031,"[-3, -2, -1, -2, -2, -2, -3, -3, -2, -3]",0.21250000000000002
superiorities,0.8,1.6,"[-1, 1, 3, -1, -1, 2, 2, 1, 3, -1]",0.6
excitable,1.5,0.92195,"[2, 3, 1, 0, 1, 2, 2, 0, 2, 2]",0.6875
respected,2.1,0.7,"[2, 2, 1, 2, 3, 1, 2, 3, 3, 2]",0.7625
depressively,-2.1,0.53852,"[-3, -2, -3, -2, -2, -2, -2, -1, -2, -2]",0.2375
attract,1.5,0.92195,"[1, 3, 1, 1, 3, 1, 1, 2, 0, 2]",0.6875
fatigue,-1.0,0.7746,"[-2, -1, -1, -1, 1, -1, -2, -1, -1, -1]",0.375
lamentably,-1.5,0.80623,"[-2, 0, -3, -1, -1, -2, -2, -1, -1, -2]",0.3125
ill,-1.8,0.9798,"[-2, 0, -2, -1, -4, -2, -2, -2, -1, -2]",0.275
violator,-2.4,1.0198,"[-1, -4, -3, -2, -3, -2, -2, -1, -4, -2]",0.2
numbingly,-1.3,0.45826,"[-1, -1, -2, -1, -1, -1, -2, -1, -2, -1]",0.3375
fears,-1.8,0.6,"[-2, -2, -3, -2, -2, -1, -1, -2, -1, -2]",0.275
traumas,-2.2,1.6,"[-3, -3, -2, -4, 0, -1, -4, -3, 1, -3]",0.22499999999999998
secures,1.3,0.64031,"[1, 2, 2, 1, 1, 2, 1, 0, 2, 1]",0.6625
meritorious,2.1,0.53852,"[3, 2, 2, 2, 2, 2, 2, 2, 3, 1]",0.7625
destroyed,-2.2,0.87178,"[-1, -3, -3, -2, -1, -2, -1, -3, -3, -3]",0.22499999999999998
tits,-0.9,0.53852,"[-1, -1, -2, -1, -1, -1, 0, -1, 0, -1]",0.3875
contradictor,-1.0,0.63246,"[-1, -1, -1, -2, -1, -2, 0, 0, -1, -1]",0.375
tenderer,0.6,0.66332,"[0, 1, 1, 0, 0, 0, 2, 1, 1, 0]",0.575
encouraged,1.5,0.5,"[1, 2, 2, 2, 2, 2, 1, 1, 1, 1]",0.6875
damnatory,-2.6,1.42829,"[-4, -1, -4, -2, -1, -3, -3, 0, -4, -4]",0.175
eagerly,1.6,0.66332,"[0, 1, 2, 2, 2, 2, 2, 1, 2, 2]",0.7
agitated,-2.0,0.63246,"[-2, -2, -2, -2, -1, -3, -3, -2, -2, -1]",0.25
laidback,0.5,1.28452,"[1, -1, 1, -2, -1, 1, 2, 1, 1, 2]",0.5625
ignorers,-0.7,1.00499,"[-1, -2, -1, -1, -1, 1, 0, -2, 1, -1]",0.4125
merriness,2.2,0.74833,"[2, 1, 2, 3, 2, 2, 3, 3, 1, 3]",0.775
defeated,-2.1,0.83066,"[-1, -2, -1, -2, -3, -2, -2, -2, -2, -4]",0.2375
naggy,-1.7,0.64031,"[-2, -2, -1, -1, -3, -2, -1, -2, -1, -2]",0.2875
assault,-2.8,0.9798,"[-3, -4, -2, -2, -4, -3, -1, -3, -2, -4]",0.15000000000000002
neatherd,-0.4,0.8,"[0, 0, 0, -2, 0, -1, 1, -1, -1, 0]",0.45
importance,1.5,0.80623,"[2, 1, 2, 3, 1, 2, 1, 0, 2, 1]",0.6875
cheerleading,1.2,1.07703,"[2, 2, 0, 0, 1, 0, 3, 2, 0, 2]",0.65
burdeners,-1.7,1.00499,"[-2, -2, -2, -1, -3, -2, 0, 0, -2, -3]",0.2875
humiliating,-1.2,1.8868,"[-4, -1, -3, -1, 2, -1, 2, -3, -2, -1]",0.35
useless,-1.8,0.4,"[-2, -1, -2, -2, -1, -2, -2, -2, -2, -2]",0.275
fulfills,1.0,1.09545,"[2, 1, 1, 1, 1, -2, 2, 2, 1, 1]",0.625
infuriate,-2.2,0.87178,"[-2, -1, -3, -3, -2, -3, -3, -1, -1, -3]",0.22499999999999998
negativity,-2.3,0.45826,"[-2, -2, -2, -2, -3, -2, -3, -3, -2, -2]",0.21250000000000002
amoretti,0.2,0.4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",0.525
opportunism,0.4,1.11355,"[-1, -1, 0, -1, 1, 2, 0, 1, 2, 1]",0.55
winnings,2.5,0.92195,"[3, 4, 3, 2, 2, 3, 1, 1, 3, 3]",0.8125
helps,1.6,0.4899,"[1, 1, 1, 2, 2, 2, 1, 2, 2, 2]",0.7
excitation,1.8,0.87178,"[2, 0, 3, 1, 3, 2, 2, 2, 1, 2]",0.725
bitterness,-1.7,0.45826,"[-2, -2, -1, -2, -1, -2, -1, -2, -2, -2]",0.2875
disputes,-1.1,1.64012,"[-2, -2, -2, 2, -3, -1, -2, 2, -1, -2]",0.3625
pressurizes,-0.2,0.87178,"[0, 0, -1, 1, 0, 0, -1, -2, 0, 1]",0.475
prejudicing,-1.8,1.07703,"[-2, -2, -2, -3, -2, -1, 1, -3, -2, -2]",0.275
screwdrivers,0.1,0.53852,"[-1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",0.5125
stupidest,-2.4,0.66332,"[-2, -3, -2, -3, -1, -3, -3, -2, -2, -3]",0.2
losers,-2.4,0.8,"[-3, -1, -2, -2, -4, -2, -3, -3, -2, -2]",0.2
abuse,-3.2,0.6,"[-4, -2, -3, -4, -3, -4, -3, -3, -3, -3]",0.09999999999999998
shocking,-1.7,1.34536,"[-3, -3, 0, -1, 0, -3, 0, -1, -3, -3]",0.2875
confrontation,-1.3,1.55242,"[-3, -2, -3, -2, -1, -2, 1, 2, -1, -2]",0.3375
lovely,2.8,0.6,"[2, 3, 3, 3, 2, 3, 4, 3, 2, 3]",0.85
freewriting,0.8,1.07703,"[0, 2, 0, 0, 1, 0, 3, 0, 2, 0]",0.6
vulnerabilities,-0.6,1.49666,"[0, -3, -1, -1, -1, 2, -2, 2, -1, -1]",0.425
ideality,1.9,0.9434,"[0, 1, 2, 3, 2, 1, 2, 3, 3, 2]",0.7375
adoringly,2.4,0.8,"[2, 3, 2, 3, 3, 3, 3, 1, 1, 3]",0.8
glamorizers,1.6,1.11355,"[4, 1, 1, 1, 1, 2, 0, 2, 3, 1]",0.7
fabulousness,2.8,1.07703,"[4, 1, 4, 3, 1, 3, 3, 2, 4, 3]",0.85
immorality,-0.6,2.2891,"[3, -3, 1, 2, 2, -2, -4, -1, -2, -2]",0.425
liar,-2.3,0.78102,"[-1, -2, -3, -3, -2, -2, -3, -1, -3, -3]",0.21250000000000002
virtuose,1.0,1.41421,"[2, 1, 0, 2, 1, -1, 1, 1, -1, 4]",0.625
pleasantnesses,2.3,0.78102,"[3, 1, 2, 3, 1, 2, 3, 3, 2, 3]",0.7875
accusations,-1.3,1.26886,"[-2, -2, -1, -3, -2, -1, -1, 2, -2, -1]",0.3375
damnableness,-1.8,0.74833,"[-2, -2, -2, -2, -1, -2, -2, 0, -3, -2]",0.275
bold,1.6,0.66332,"[2, 2, 2, 2, 1, 2, 0, 2, 1, 2]",0.7
remorselessly,-2.0,1.09545,"[-3, -3, -3, -2, -1, -1, -4, -1, -1, -1]",0.25
criminal,-2.4,0.91652,"[-3, -2, -4, -3, -1, -2, -3, -2, -1, -3]",0.2
dynamists,0.9,0.83066,"[1, 0, 0, 0, 0, 2, 2, 1, 2, 1]",0.6125
amortizations,0.2,1.07703,"[-1, 1, 0, 0, 1, 0, 2, 1, -2, 0]",0.525
weepiest,-2.4,0.91652,"[-4, -2, -2, -2, -2, -1, -2, -2, -4, -3]",0.2
madness,-1.9,0.53852,"[-1, -2, -1, -3, -2, -2, -2, -2, -2, -2]",0.2625
divined,0.8,1.16619,"[1, 0, 3, 0, 0, 1, 0, 3, 0, 0]",0.6
yucky,-1.8,0.6,"[-2, -1, -1, -2, -2, -1, -2, -2, -3, -2]",0.275
blessing,2.2,1.07703,"[3, 1, 0, 3, 1, 3, 2, 3, 3, 3]",0.775
monopolizing,-0.5,1.56525,"[2, -1, -2, -1, -3, -1, -1, 2, 1, -1]",0.4375
victimization,-2.3,0.78102,"[-1, -3, -3, -2, -3, -1, -3, -2, -3, -2]",0.21250000000000002
relaxedly,1.5,0.5,"[2, 2, 1, 1, 2, 1, 2, 2, 1, 1]",0.6875
lowlanders,-0.3,0.64031,"[0, 0, 0, -2, 0, -1, 0, 0, 0, 0]",0.4625
contentment,1.5,1.74642,"[2, 1, 3, 2, 2, 1, 2, 4, 1, -3]",0.6875
funnel,0.1,0.53852,"[1, 0, 0, 0, 0, -1, 0, 0, 1, 0]",0.5125
pleasantries,1.3,0.45826,"[1, 1, 1, 1, 1, 2, 1, 2, 2, 1]",0.6625
ominous,-1.4,1.49666,"[-3, -2, -1, -2, -2, -1, -1, 1, 1, -4]",0.325
cheerleads,1.2,1.07703,"[2, 3, 0, 3, 1, 0, 0, 1, 1, 1]",0.65
commitment,1.6,0.91652,"[3, 1, 2, 0, 3, 1, 2, 1, 2, 1]",0.7
scaremongers,-2.0,1.0,"[-2, -2, 0, -4, -2, -2, -1, -2, -3, -2]",0.25
smiley,1.7,0.78102,"[1, 2, 1, 2, 2, 0, 2, 3, 2, 2]",0.7125
dazedness,-0.5,1.11803,"[-1, 2, 0, -1, -1, -1, 1, -2, -1, -1]",0.4375
insulting,-2.2,0.74833,"[-3, -2, -3, -3, -2, -3, -1, -2, -2, -1]",0.22499999999999998
masochist,-1.7,0.9,"[-1, 0, -3, -1, -2, -2, -2, -2, -1, -3]",0.2875
funnyman,1.4,0.4899,"[2, 2, 1, 2, 1, 1, 1, 1, 2, 1]",0.675
lonelier,-1.4,0.66332,"[-2, -1, -2, -2, 0, -2, -1, -1, -1, -2]",0.325
faultless,2.0,1.41421,"[3, 2, 0, 1, 3, 1, 4, 0, 2, 4]",0.75
greeds,-1.0,1.18322,"[-1, -2, -2, -2, -2, -2, 1, 0, -1, 1]",0.375
adorner,1.3,0.78102,"[1, 1, 1, 2, 1, 3, 1, 2, 1, 0]",0.6625
promiscuously,-1.5,1.28452,"[-2, -1, -3, 2, -2, -2, -1, -2, -2, -2]",0.3125
idealizations,1.4,0.66332,"[2, 1, 1, 2, 1, 2, 1, 0, 2, 2]",0.675
wrathful,-2.7,0.64031,"[-3, -2, -2, -3, -3, -2, -4, -2, -3, -3]",0.16249999999999998
harmonically,2.1,1.13578,"[3, 3, 4, 1, 0, 1, 2, 2, 2, 3]",0.7625
shitty,-2.6,0.8,"[-3, -4, -2, -3, -3, -2, -3, -1, -2, -3]",0.175
liards,-0.4,0.91652,"[-2, 0, -1, 0, 0, 1, 0, 0, -2, 0]",0.45
romanticises,1.3,1.1,"[2, 2, 1, 1, 1, 2, 3, -1, 2, 0]",0.6625
giggler,0.6,0.8,"[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]",0.575
shaken,-0.3,0.9,"[-1, -1, 1, -1, 1, 0, -1, 1, -1, -1]",0.4625
