sign,negative,positive,neutral,prediction
hurraying,1.2,1.66132,"[2, -3, 2, 3, 0, 2, 2, 2, 0, 2]",0.48118204
hurrays,2.4,1.11355,"[2, 3, 2, 4, 0, 3, 2, 2, 2, 4]",0.5514547
hurt,-2.4,0.8,"[-3, -3, -2, -2, -4, -3, -2, -1, -2, -2]",0.35272798
hurter,-2.3,0.78102,"[-2, -4, -1, -2, -3, -3, -2, -2, -2, -2]",0.35050985
hurters,-1.9,1.04403,"[-2, -3, -1, -2, -1, 0, -3, -3, -3, -1]",0.3539312
hurtful,-2.4,1.0198,"[-2, -4, -2, -2, -1, -3, -2, -3, -1, -4]",0.2813441
hurtfully,-2.6,0.66332,"[-3, -2, -3, -2, -2, -3, -4, -3, -2, -2]",0.31099972
hurtfulness,-1.9,1.51327,"[2, -2, -2, -2, -3, -1, -2, -3, -4, -2]",0.29604685
hurting,-1.7,0.78102,"[-3, -1, -1, -2, -1, -1, -3, -2, -2, -1]",0.314101
hurtle,-0.3,1.1,"[-2, 1, 0, -1, -1, -1, 0, 2, 0, -1]",0.51702785
hurtled,-0.6,0.8,"[0, -2, 0, 0, 0, 0, -1, -1, -2, 0]",0.3842522
hurtles,-1.0,0.63246,"[-1, -2, 0, 0, -1, -1, -1, -1, -2, -1]",0.40782115
hurtless,0.3,1.55242,"[-1, -3, 2, 1, 2, 1, 0, 0, -1, 2]",0.3308468
hurtling,-1.4,0.8,"[-3, -2, -1, -1, -1, -1, -1, -2, 0, -2]",0.42705652
hurts,-2.1,0.83066,"[-4, -2, -2, -2, -3, -1, -2, -2, -2, -1]",0.30948144
hypocritical,-2.0,0.89443,"[-4, -2, -1, -3, -2, -1, -2, -1, -2, -2]",0.3734231
hysteria,-1.9,0.7,"[-1, -3, -1, -2, -2, -2, -2, -2, -1, -3]",0.33223814
hysterical,-0.1,1.97231,"[2, 0, 0, 3, -2, -2, 3, -1, -2, -2]",0.39367935
hysterics,-1.8,1.77764,"[-3, -3, -3, -1, -3, -1, -2, 3, -3, -2]",0.35195684
ideal,2.4,1.2,"[4, 3, 4, 4, 2, 2, 1, 2, 1, 1]",0.71751606
idealess,-1.9,1.3,"[-4, -2, -3, -2, -1, 0, -4, -1, -1, -1]",0.6971973
idealise,1.4,0.91652,"[2, 2, 1, 0, 1, 3, 2, 0, 1, 2]",0.587173
idealised,2.1,0.83066,"[1, 4, 1, 3, 2, 2, 2, 2, 2, 2]",0.56179196
idealises,2.0,0.89443,"[1, 4, 1, 2, 2, 2, 2, 3, 1, 2]",0.5750987
idealising,0.6,0.4899,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",0.56176084
idealism,1.7,1.1,"[1, 2, 0, 3, 3, 2, 1, 2, 3, 0]",0.6091507
idealisms,0.8,0.9798,"[0, 2, 3, 1, 0, 0, 1, 0, 0, 1]",0.5978903
idealist,1.6,1.56205,"[2, 3, -2, 1, 3, 3, 1, 0, 2, 3]",0.5989597
idealistic,1.8,0.9798,"[2, 1, 0, 2, 4, 2, 2, 2, 1, 2]",0.61870986
idealistically,1.7,1.1,"[0, 3, 3, 1, 2, 3, 0, 2, 1, 2]",0.60510314
idealists,0.7,1.1,"[0, -2, 1, 2, 1, 1, 2, 0, 1, 1]",0.6121956
idealities,1.5,0.67082,"[2, 1, 1, 2, 1, 0, 2, 2, 2, 2]",0.6802406
ideality,1.9,0.9434,"[0, 1, 2, 3, 2, 1, 2, 3, 3, 2]",0.70627415
idealization,1.8,0.9798,"[2, 2, 2, 1, 4, 2, 2, 0, 1, 2]",0.6228137
idealizations,1.4,0.66332,"[2, 1, 1, 2, 1, 2, 1, 0, 2, 2]",0.5979014
idealize,1.2,0.9798,"[1, 2, 2, 0, 0, 1, 3, 0, 2, 1]",0.58124995
idealized,1.8,0.74833,"[2, 3, 1, 1, 2, 1, 3, 1, 2, 2]",0.60513544
idealizer,1.3,0.9,"[1, 1, 1, 1, 1, 3, 0, 1, 3, 1]",0.52773714
idealizers,1.9,1.37477,"[1, 4, 1, 2, 0, 2, 3, 2, 4, 0]",0.5651475
idealizes,2.0,1.0,"[3, 2, 2, 1, 4, 2, 2, 0, 2, 2]",0.56987005
idealizing,1.4,1.0198,"[1, 1, 2, 3, 0, 1, 3, 0, 2, 1]",0.6550767
idealless,-1.7,1.00499,"[-2, -2, -2, -2, -4, -1, 0, -1, -2, -1]",0.6039412
ideally,1.8,1.16619,"[1, 0, 2, 2, 3, 2, 4, 0, 2, 2]",0.71617633
idealogues,0.5,0.92195,"[1, 0, -1, 2, 0, 0, 2, 0, 1, 0]",0.5659939
idealogy,0.8,1.16619,"[0, 3, 1, 0, 2, 0, 0, 1, 2, -1]",0.6266161
ideals,0.8,0.6,"[0, 1, 0, 2, 1, 1, 1, 0, 1, 1]",0.7036413
idiot,-2.3,0.64031,"[-2, -3, -1, -3, -2, -3, -3, -2, -2, -2]",0.41496113
idiotic,-2.6,0.91652,"[-3, -4, -2, -3, -2, -2, -4, -1, -3, -2]",0.43733862
ignorable,-1.0,0.63246,"[-1, -1, -1, -2, 0, -1, 0, -1, -2, -1]",0.34199485
ignorami,-1.9,0.83066,"[-2, -2, -3, -2, 0, -1, -2, -2, -3, -2]",0.44274592
ignoramus,-1.9,0.83066,"[-1, -2, -1, -3, -1, -3, -1, -3, -2, -2]",0.41457856
ignoramuses,-2.3,1.1,"[-2, -2, -3, -4, 0, -1, -3, -2, -3, -3]",0.4114093
ignorance,-1.5,1.20416,"[-2, -2, -3, -2, 0, -2, -1, -3, -1, 1]",0.3187228
ignorances,-1.2,0.9798,"[0, -1, -2, -1, -2, -2, -1, 1, -2, -2]",0.31856802
ignorant,-1.1,0.83066,"[-1, -1, -1, -2, 1, -2, -1, -2, -1, -1]",0.31842172
ignorantly,-1.6,0.91652,"[-1, -2, -2, -2, -2, -2, -2, 1, -2, -2]",0.32837135
ignorantness,-1.1,1.44568,"[3, -1, -2, -1, -1, -2, -2, -2, -1, -2]",0.3123261
ignore,-1.5,0.67082,"[-1, -2, -1, -1, -1, -1, -2, -3, -2, -1]",0.30830857
ignored,-1.3,0.45826,"[-2, -1, -2, -1, -1, -2, -1, -1, -1, -1]",0.29144096
ignorer,-1.3,0.45826,"[-1, -1, -2, -1, -2, -1, -1, -1, -2, -1]",0.32369816
ignorers,-0.7,1.00499,"[-1, -2, -1, -1, -1, 1, 0, -2, 1, -1]",0.3155469
ignores,-1.1,0.3,"[-1, -1, -2, -1, -1, -1, -1, -1, -1, -1]",0.2736027
ignoring,-1.7,0.64031,"[-1, -1, -1, -2, -2, -3, -2, -1, -2, -2]",0.28881013
ill,-1.8,0.9798,"[-2, 0, -2, -1, -4, -2, -2, -2, -1, -2]",0.39501953
illegal,-2.6,0.8,"[-3, -4, -3, -2, -1, -2, -3, -3, -2, -3]",0.26513597
illiteracy,-1.9,0.7,"[-2, -1, -2, -2, -3, -2, -1, -2, -1, -3]",0.46684214
illness,-1.7,0.64031,"[-2, -1, -2, -2, -3, -2, -1, -2, -1, -1]",0.47568566
illnesses,-2.2,0.74833,"[-2, -2, -2, -4, -2, -3, -2, -1, -2, -2]",0.48386997
imbecile,-2.2,0.9798,"[-3, -2, -3, -3, -3, -1, -3, 0, -2, -2]",0.3864932
immobilized,-1.2,0.87178,"[-1, -3, 0, -1, -1, 0, -2, -1, -2, -1]",0.40127698
immoral,-2.0,1.09545,"[-4, -1, -1, -3, -2, -3, -3, -1, -1, -1]",0.42150387
immoralism,-1.6,0.91652,"[-2, -2, -2, -2, 1, -2, -2, -2, -1, -2]",0.3865678
immoralist,-2.1,0.3,"[-2, -2, -3, -2, -2, -2, -2, -2, -2, -2]",0.39438137
immoralists,-1.7,0.78102,"[-2, -2, -2, -3, -1, -1, -1, -1, -3, -1]",0.41088465
immoralities,-1.1,1.51327,"[-2, -1, -4, -3, 1, 1, -1, 0, -1, -1]",0.4512974
immorality,-0.6,2.2891,"[3, -3, 1, 2, 2, -2, -4, -1, -2, -2]",0.46951324
immorally,-2.1,0.7,"[-1, -1, -2, -2, -3, -2, -3, -2, -2, -3]",0.44720244
immortal,1.0,1.73205,"[3, 3, 2, 2, -2, -2, 2, 1, 1, 0]",0.53833437
immune,1.2,0.74833,"[2, 2, 0, 1, 2, 1, 2, 1, 1, 0]",0.58423054
impatience,-1.8,0.4,"[-2, -2, -1, -2, -2, -2, -2, -1, -2, -2]",0.46825278
impatiens,-0.2,0.6,"[0, 0, -1, 0, 0, 0, 1, -1, -1, 0]",0.49810642
impatient,-1.2,0.4,"[-1, -1, -1, -1, -1, -1, -2, -1, -1, -2]",0.44861
impatiently,-1.7,0.64031,"[-1, -1, -2, -3, -1, -2, -1, -2, -2, -2]",0.48316866
imperfect,-1.3,0.64031,"[-1, -1, -1, -1, -1, -2, -3, -1, -1, -1]",0.6672208
impersonal,-1.3,0.45826,"[-2, -2, -1, -1, -2, -1, -1, -1, -1, -1]",0.5475256
impolite,-1.6,0.66332,"[-2, -1, -3, -1, -1, -1, -1, -2, -2, -2]",0.34111178
impolitely,-1.8,0.6,"[-2, -2, -1, -1, -2, -1, -2, -2, -3, -2]",0.3674087
impoliteness,-1.8,0.87178,"[-1, -3, -2, -3, -2, -3, -1, -1, -1, -1]",0.40175265
impolitenesses,-2.3,0.78102,"[-3, -2, -2, -1, -1, -3, -3, -2, -3, -3]",0.42426935
importance,1.5,0.80623,"[2, 1, 2, 3, 1, 2, 1, 0, 2, 1]",0.6244941
importancies,0.4,1.42829,"[0, 0, 1, 2, 0, 0, 2, 2, 0, -3]",0.5491545
importancy,1.4,0.66332,"[2, 1, 2, 2, 1, 2, 1, 0, 2, 1]",0.5928998
important,0.8,1.07703,"[0, 0, 0, 2, 1, 0, 0, 3, 2, 0]",0.6570271
importantly,1.3,0.78102,"[2, 1, 2, 1, 2, 2, 0, 0, 1, 2]",0.63536084
impose,-1.2,0.4,"[-1, -1, -1, -1, -2, -1, -2, -1, -1, -1]",0.36664978
imposed,-0.3,1.41774,"[2, -1, -1, -1, 1, 0, -2, 2, -2, -1]",0.3453939
imposes,-0.4,1.42829,"[-2, -1, 1, -2, -1, -1, -2, 1, 2, 1]",0.42931336
imposing,-0.4,1.0198,"[1, -1, -2, -1, 1, 1, 0, -1, -1, -1]",0.3889136
impotent,-1.1,0.3,"[-1, -1, -1, -2, -1, -1, -1, -1, -1, -1]",0.41036952
impress,1.9,0.53852,"[2, 2, 1, 2, 2, 2, 2, 1, 2, 3]",0.69812274
impressed,2.1,0.3,"[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",0.7007165
impresses,2.1,0.3,"[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",0.7252002
impressibility,1.2,1.249,"[-1, 2, 0, 2, 0, 2, 2, 3, 2, 0]",0.7573259
impressible,0.8,1.16619,"[2, -1, 1, 0, -1, 2, 1, 0, 2, 2]",0.74032587
impressing,2.5,0.92195,"[3, 4, 1, 2, 3, 2, 3, 1, 3, 3]",0.731623
impression,0.9,0.9434,"[0, 1, 0, 0, 2, 2, 0, 2, 0, 2]",0.63734406
impressionable,0.2,1.07703,"[0, 0, -1, 1, -1, -1, 0, 2, 0, 2]",0.56674504
impressionism,0.8,1.07703,"[0, 2, 3, 0, 0, 2, 0, 0, 1, 0]",0.6349557
impressionisms,0.5,0.80623,"[0, 0, 0, 0, 0, 2, 0, 1, 0, 2]",0.634855
impressionist,1.0,1.09545,"[0, 2, 3, 0, 0, 2, 2, 0, 1, 0]",0.6434977
impressionistic,1.5,1.20416,"[2, 2, 0, 0, 1, 0, 2, 2, 4, 2]",0.6261278
impressionistically,1.6,0.8,"[2, 0, 1, 1, 2, 2, 3, 2, 2, 1]",0.64421
impressionists,0.5,1.43178,"[2, 0, 0, 1, 1, 2, -2, 2, 1, -2]",0.6366324
impressions,0.9,1.13578,"[2, 0, 0, 3, 0, 2, 0, 2, 0, 0]",0.64340776
impressive,2.3,0.78102,"[1, 2, 3, 2, 3, 2, 3, 3, 3, 1]",0.76910365
impressively,2.0,0.89443,"[3, 1, 1, 2, 2, 2, 2, 4, 2, 1]",0.7420212
impressiveness,1.7,0.64031,"[2, 1, 2, 3, 1, 2, 2, 2, 1, 1]",0.75649893
impressment,-0.4,1.85472,"[-2, 1, 3, -2, -1, -3, 0, 0, 2, -2]",0.6322085
impressments,0.5,1.20416,"[2, 0, 0, 1, 2, 2, 0, -2, 0, 0]",0.6226889
impressure,0.6,1.0198,"[-1, 0, 0, 0, 0, 2, 0, 2, 1, 2]",0.61655825
imprisoned,-2.0,1.0,"[-4, -2, -3, -1, -3, -2, -1, -2, -1, -1]",0.4085211
improve,1.9,0.7,"[2, 3, 3, 2, 1, 1, 2, 2, 1, 2]",0.55761737
improved,2.1,0.7,"[3, 1, 2, 3, 2, 3, 1, 2, 2, 2]",0.53430223
improvement,2.0,0.63246,"[2, 3, 3, 2, 1, 1, 2, 2, 2, 2]",0.560564
improvements,1.3,0.64031,"[0, 2, 2, 1, 2, 2, 1, 1, 1, 1]",0.57822686
improver,1.8,0.6,"[2, 1, 2, 1, 2, 3, 1, 2, 2, 2]",0.5649431
improvers,1.3,0.78102,"[1, 2, 2, 1, 2, 2, 0, 0, 1, 2]",0.60040873
improves,1.8,1.07703,"[3, -1, 2, 2, 2, 3, 1, 2, 2, 2]",0.5748543
improving,1.8,0.4,"[2, 2, 1, 1, 2, 2, 2, 2, 2, 2]",0.54928106
inability,-1.7,0.9,"[-2, -2, -3, 0, -2, -3, -2, -1, -1, -1]",0.5146185
inaction,-1.0,0.63246,"[-2, -1, 0, -1, -1, 0, -1, -2, -1, -1]",0.4822843
inadequacies,-1.7,0.64031,"[-1, -3, -2, -1, -2, -1, -2, -2, -1, -2]",0.39120984
inadequacy,-1.7,0.78102,"[-1, -3, -1, -1, -3, -2, -2, -1, -2, -1]",0.3974502
inadequate,-1.7,0.64031,"[-2, -1, -1, -3, -1, -1, -2, -2, -2, -2]",0.34453174
inadequately,-1.0,1.26491,"[-3, -1, -1, -2, 2, -1, -2, -1, 0, -1]",0.37735623
inadequateness,-1.7,0.45826,"[-2, -2, -1, -1, -1, -2, -2, -2, -2, -2]",0.32562664
inadequatenesses,-1.6,0.91652,"[-1, -1, -2, -1, -2, -4, -2, -1, -1, -1]",0.35276443
incapable,-1.6,0.4899,"[-1, -2, -1, -1, -2, -1, -2, -2, -2, -2]",0.4829679
incapacitated,-1.9,0.9434,"[-2, -2, -1, -1, -2, -4, -1, -1, -2, -3]",0.35720763
incensed,-2.0,1.0,"[-2, -1, -4, 0, -2, -2, -2, -3, -2, -2]",0.4346262
incentive,1.5,1.0247,"[1, 2, 1, 2, 1, 0, 4, 2, 1, 1]",0.5922842
incentives,1.3,1.34536,"[2, 2, 1, 1, 3, 1, -2, 3, 1, 1]",0.55806965
incompetence,-2.3,0.45826,"[-3, -2, -2, -3, -2, -3, -2, -2, -2, -2]",0.31392205
incompetent,-2.1,0.83066,"[-1, -1, -2, -2, -3, -3, -2, -3, -1, -3]",0.3536661
inconsiderate,-1.9,0.7,"[-2, -1, -1, -1, -2, -2, -2, -3, -3, -2]",0.24802752
inconvenience,-1.5,0.5,"[-1, -2, -1, -1, -1, -2, -2, -1, -2, -2]",0.288837
inconvenient,-1.4,0.4899,"[-2, -2, -1, -2, -1, -2, -1, -1, -1, -1]",0.30871093
increase,1.3,0.64031,"[1, 2, 2, 1, 2, 0, 1, 1, 2, 1]",0.54904544
increased,1.1,1.04403,"[2, 0, 3, 2, 2, 1, 0, 1, 0, 0]",0.554702
indecision,-0.8,0.6,"[-1, 0, -1, 0, -1, -1, -2, 0, -1, -1]",0.4304617
indecisions,-1.1,0.53852,"[-1, -1, -1, -1, -2, -1, -2, -1, 0, -1]",0.45092866
indecisive,-1.0,0.44721,"[0, -1, -1, -1, -1, -2, -1, -1, -1, -1]",0.48071977
indecisively,-0.7,1.18743,"[-2, -1, -1, -1, -1, -1, -2, 2, 1, -1]",0.45599806
indecisiveness,-1.3,0.64031,"[-1, -3, -1, -2, -1, -1, -1, -1, -1, -1]",0.45381674
indecisivenesses,-0.9,0.53852,"[-1, -1, 0, -1, -1, 0, -1, -2, -1, -1]",0.43823764
indestructible,0.6,1.85472,"[3, 4, -1, -2, 1, 1, 2, 0, -1, -1]",0.45691478
indifference,-0.2,0.74833,"[0, -1, 0, 0, 0, 1, -2, 0, 0, 0]",0.45965752
indifferent,-0.8,0.6,"[-1, 0, 0, -1, -2, -1, -1, 0, -1, -1]",0.47985598
indignant,-1.8,0.74833,"[-1, -3, -2, -2, -2, -1, -1, -1, -3, -2]",0.43339503
indignation,-2.4,0.8,"[-2, -1, -2, -3, -3, -3, -1, -3, -3, -3]",0.39475462
indoctrinate,-1.4,0.91652,"[-1, -3, -1, 0, -2, -1, -2, -2, 0, -2]",0.36267364
indoctrinated,-0.4,1.35647,"[1, -2, -3, 1, -1, 1, 1, -1, -1, 0]",0.38191268
indoctrinates,-0.6,1.2,"[1, -1, -3, 1, -1, 1, -1, -1, -1, -1]",0.3533299
indoctrinating,-0.7,1.41774,"[-1, 0, -3, -1, -2, -1, 2, -2, 0, 1]",0.31403738
ineffective,-0.5,1.74642,"[-2, -1, -1, -1, -2, 2, -2, 1, 3, -2]",0.42689353
ineffectively,-1.3,0.9,"[-2, -2, -2, 1, -1, -1, -1, -2, -1, -2]",0.5770714
ineffectiveness,-1.3,0.45826,"[-1, -1, -2, -1, -1, -2, -1, -1, -2, -1]",0.58861786
ineffectual,-1.2,0.4,"[-1, -1, -1, -1, -1, -1, -1, -2, -2, -1]",0.44801596
ineffectuality,-1.6,0.66332,"[-2, -1, -1, -1, -2, -1, -3, -2, -2, -1]",0.50239176
ineffectually,-1.1,0.9434,"[-1, -2, -2, -1, 0, -1, -2, -1, 1, -2]",0.4544303
ineffectualness,-1.3,0.45826,"[-2, -1, -1, -1, -1, -2, -1, -1, -2, -1]",0.47827953
infatuated,0.2,1.72047,"[3, 2, 0, 3, -1, -1, -2, 0, -1, -1]",0.66737217
infatuation,0.6,1.74356,"[1, -1, -1, 2, -1, 1, 4, 2, 1, -2]",0.7021248
infected,-2.2,0.6,"[-3, -2, -2, -2, -2, -2, -3, -1, -2, -3]",0.32654926
inferior,-1.7,0.78102,"[-1, -2, -2, -1, -1, -3, -2, -1, -1, -3]",0.45830116
inferiorities,-1.9,0.7,"[-2, -3, -1, -2, -2, -3, -1, -1, -2, -2]",0.463771
inferiority,-1.1,1.7,"[-2, -3, -2, -2, -2, -3, 2, 1, -1, 1]",0.43489546
inferiorly,-2.0,0.63246,"[-3, -2, -2, -2, -2, -3, -1, -2, -1, -2]",0.46698353
inferiors,-0.5,1.43178,"[-1, -1, -1, -2, -1, 0, 3, -1, 1, -2]",0.48481855
inflamed,-1.4,1.28062,"[-2, -2, -1, -2, -2, -1, 2, -3, -2, -1]",0.3715361
influential,1.9,1.04403,"[3, 1, 2, 3, 4, 1, 1, 2, 1, 1]",0.5665937
infringement,-2.1,0.83066,"[-3, -1, -2, -1, -2, -1, -3, -3, -2, -3]",0.3121422
infuriate,-2.2,0.87178,"[-2, -1, -3, -3, -2, -3, -3, -1, -1, -3]",0.30125117
infuriated,-3.0,0.7746,"[-1, -4, -3, -3, -3, -3, -3, -3, -3, -4]",0.31634575
infuriates,-2.6,0.8,"[-4, -2, -1, -3, -3, -3, -2, -3, -3, -2]",0.24724531
infuriating,-2.4,1.42829,"[-1, -3, -3, -3, -3, -4, 0, 0, -4, -3]",0.289052
inhibin,-0.2,0.4,"[-1, 0, 0, 0, 0, 0, 0, 0, -1, 0]",0.5114009
inhibit,-1.6,0.4899,"[-1, -2, -1, -2, -1, -2, -2, -2, -1, -2]",0.42710134
inhibited,-0.4,0.4899,"[0, 0, -1, 0, -1, -1, 0, -1, 0, 0]",0.4546291
inhibiting,-0.4,1.42829,"[1, -1, -1, -1, -2, -1, 2, -2, 2, -1]",0.4190736
inhibition,-1.5,0.67082,"[-1, -1, -1, -1, -2, -1, -1, -2, -2, -3]",0.48249078
inhibitions,-0.8,0.74833,"[-2, -1, -2, 0, 0, 0, 0, -1, -1, -1]",0.49696535
inhibitive,-1.4,0.4899,"[-2, -2, -1, -1, -2, -1, -2, -1, -1, -1]",0.42308265
inhibitor,-0.3,1.00499,"[-2, 1, 1, -1, 1, 0, -1, -1, 0, -1]",0.44296265
inhibitors,-1.0,0.7746,"[-1, 0, -2, -1, -2, -2, 0, 0, -1, -1]",0.4529396
inhibitory,-1.0,0.7746,"[0, -1, -2, -2, -1, -2, 0, 0, -1, -1]",0.45021233
inhibits,-0.9,0.53852,"[-1, -1, -2, -1, -1, 0, -1, -1, -1, 0]",0.41523975
injured,-1.7,0.64031,"[-2, -1, -1, -1, -2, -1, -2, -2, -3, -2]",0.33660352
injury,-1.8,0.6,"[-2, -2, -1, -2, -1, -1, -2, -3, -2, -2]",0.3675673
injustice,-2.7,0.64031,"[-3, -2, -3, -4, -3, -3, -2, -2, -3, -2]",0.4829379
innocence,1.6,0.91652,"[3, 1, 1, 1, 2, 2, 0, 3, 2, 1]",0.6171984
innocency,1.9,0.83066,"[3, 1, 2, 0, 2, 2, 2, 3, 2, 2]",0.56759
innocent,1.4,1.2,"[1, -1, 2, 2, 2, 0, 1, 3, 3, 1]",0.5810252
innocenter,0.9,1.37477,"[1, 1, 1, 2, 2, 1, 1, -3, 1, 2]",0.5070306
innocently,1.4,0.8,"[0, 2, 1, 1, 1, 1, 3, 2, 2, 1]",0.6162093
innocents,1.1,1.04403,"[0, 0, 2, 2, 2, -1, 1, 1, 2, 2]",0.59258294
innovate,2.2,0.74833,"[2, 4, 3, 2, 2, 1, 2, 2, 2, 2]",0.6342532
innovates,2.0,0.89443,"[2, 2, 2, 0, 1, 3, 3, 2, 3, 2]",0.641712
innovation,1.6,0.91652,"[1, 0, 3, 2, 1, 2, 3, 2, 1, 1]",0.6833099
innovative,1.9,0.83066,"[1, 1, 2, 1, 2, 4, 2, 2, 2, 2]",0.67397135
inquisition,-1.2,1.249,"[-2, 1, -1, 0, 0, -3, -1, -3, -2, -1]",0.43629974
inquisitive,0.7,1.18743,"[2, 1, 1, 2, -2, -1, 1, 1, 1, 1]",0.5427195
insane,-1.7,0.78102,"[-2, 0, -2, -1, -2, -3, -2, -2, -1, -2]",0.31708595
insanity,-2.7,1.00499,"[-2, -4, -1, -1, -3, -4, -3, -3, -3, -3]",0.38733622
insecure,-1.8,0.74833,"[-1, -2, -2, -1, -3, -2, -3, -2, -1, -1]",0.37855026
insecurely,-1.4,0.66332,"[-3, -1, -1, -1, -2, -1, -2, -1, -1, -1]",0.40145358
insecureness,-1.8,0.87178,"[-1, -1, -1, -3, -3, -3, -2, -2, -1, -1]",0.40274292
insecurities,-1.8,0.6,"[-3, -2, -2, -2, -1, -2, -1, -1, -2, -2]",0.37400228
insecurity,-1.8,0.74833,"[-2, -2, -2, -1, -3, -3, -2, -1, -1, -1]",0.37740552
insensitive,-0.9,1.81384,"[2, -3, -2, -1, 2, -3, -2, 1, -1, -2]",0.34714502
insensitivity,-1.8,0.6,"[-2, -2, -1, -3, -2, -2, -1, -2, -1, -2]",0.34997553
insignificant,-1.4,0.8,"[-3, -2, -1, -2, -1, -2, 0, -1, -1, -1]",0.4551544
insincere,-1.8,0.6,"[-2, -1, -2, -1, -2, -2, -2, -2, -1, -3]",0.5661075
insincerely,-1.9,0.7,"[-2, -1, -2, -2, -1, -3, -2, -3, -1, -2]",0.54106975
insincerity,-1.4,1.35647,"[-1, -1, -3, -2, -1, 2, -2, -1, -2, -3]",0.547546
insipid,-2.0,0.7746,"[-1, -2, -2, -1, -3, -3, -3, -2, -2, -1]",0.53156734
inspiration,2.4,0.8,"[3, 3, 3, 3, 1, 3, 1, 3, 2, 2]",0.75609076
inspirational,2.3,0.64031,"[2, 3, 2, 3, 2, 3, 2, 3, 1, 2]",0.77464145
inspirationally,2.3,0.64031,"[3, 2, 2, 3, 3, 1, 2, 2, 3, 2]",0.7835531
inspirations,2.1,0.53852,"[2, 2, 2, 2, 1, 2, 2, 3, 3, 2]",0.7565235
inspirator,1.9,1.22066,"[2, 2, 3, 0, 3, 4, 0, 2, 1, 2]",0.61806303
inspirators,1.2,0.74833,"[3, 1, 1, 2, 1, 1, 1, 1, 0, 1]",0.59976345
inspiratory,1.5,0.67082,"[2, 2, 3, 1, 1, 1, 1, 1, 2, 1]",0.6347678
inspire,2.7,0.78102,"[2, 3, 3, 3, 3, 3, 3, 1, 4, 2]",0.7148652
inspired,2.2,0.87178,"[3, 2, 1, 3, 1, 1, 3, 2, 3, 3]",0.71580034
inspirer,2.2,1.07703,"[3, 2, 2, 4, 0, 2, 3, 1, 3, 2]",0.7218046
inspirers,2.0,0.63246,"[2, 2, 3, 2, 3, 2, 1, 2, 1, 2]",0.70014066
inspires,1.9,1.04403,"[2, 2, 2, 4, 0, 2, 3, 1, 1, 2]",0.6864595
inspiring,1.8,1.07703,"[2, 2, 2, -1, 2, 3, 2, 2, 1, 3]",0.7853567
inspiringly,2.6,0.4899,"[2, 3, 3, 2, 3, 3, 2, 3, 2, 3]",0.7682757
inspirit,1.9,0.7,"[1, 3, 2, 1, 2, 1, 3, 2, 2, 2]",0.59799707
inspirited,1.3,1.18743,"[2, 2, 0, 0, 3, 0, 2, 0, 3, 1]",0.6400711
inspiriting,1.8,0.4,"[1, 2, 1, 2, 2, 2, 2, 2, 2, 2]",0.66471714
inspiritingly,2.1,1.44568,"[3, 2, 2, 2, 4, 1, -1, 3, 4, 1]",0.66456455
inspirits,0.8,1.46969,"[3, 0, 3, -2, 0, 1, 1, 0, 2, 0]",0.58102655
insult,-2.3,1.00499,"[-2, -1, -2, -3, -4, -1, -3, -1, -3, -3]",0.36208022
insulted,-2.3,0.45826,"[-2, -2, -2, -2, -3, -2, -2, -2, -3, -3]",0.36252412
insulter,-2.0,0.63246,"[-2, -1, -2, -2, -1, -3, -3, -2, -2, -2]",0.34448352
insulters,-2.0,0.44721,"[-2, -3, -2, -2, -2, -2, -2, -1, -2, -2]",0.38820997
insulting,-2.2,0.74833,"[-3, -2, -3, -3, -2, -3, -1, -2, -2, -1]",0.29036447
insultingly,-2.3,0.78102,"[-3, -3, -1, -2, -2, -3, -2, -1, -3, -3]",0.32191142
insults,-1.8,0.6,"[-2, -3, -2, -2, -1, -1, -1, -2, -2, -2]",0.36189446
intact,0.8,0.6,"[1, 1, 0, 0, 1, 1, 0, 1, 1, 2]",0.56605977
integrity,1.6,0.66332,"[2, 1, 1, 1, 2, 1, 3, 1, 2, 2]",0.62996024
intellect,2.0,1.09545,"[2, 1, 4, 2, 1, 3, 2, 3, 0, 2]",0.5998023
intellection,0.6,1.0198,"[0, 0, 0, 1, 0, 0, 0, 0, 2, 3]",0.5695513
intellections,0.8,0.87178,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 3]",0.5762255
intellective,1.7,0.78102,"[3, 2, 1, 2, 2, 1, 0, 2, 2, 2]",0.53955644
intellectively,0.8,0.9798,"[0, 0, 1, 1, 0, 3, 0, 1, 2, 0]",0.62259156
intellects,1.8,0.87178,"[1, 0, 2, 1, 3, 2, 2, 2, 3, 2]",0.58042794
intellectual,2.3,0.9,"[3, 3, 1, 2, 3, 4, 2, 2, 1, 2]",0.6168023
intellectualism,2.2,1.07703,"[4, 0, 3, 1, 3, 2, 2, 3, 2, 2]",0.6268111
intellectualist,2.0,1.0,"[4, 0, 2, 1, 3, 2, 2, 2, 2, 2]",0.64171374
intellectualistic,1.3,1.73494,"[1, 4, 0, 3, -2, 0, 2, 3, 0, 2]",0.60091835
intellectualists,0.8,0.74833,"[0, 1, 1, 1, 0, 2, 0, 1, 2, 0]",0.6228884
intellectualities,1.7,1.34536,"[3, 3, 0, 2, 1, 0, 0, 4, 2, 2]",0.6326735
