sign,negative,positive,neutral,predicted,loss
faultfinder,-0.8,1.32665,"[-3, -2, -2, -1, 1, 1, 1, -1, -1, -1]",-0.16259003,0.6374099731445313
creates,1.1,0.83066,"[2, 0, 0, 1, 1, 2, 0, 1, 2, 2]",0.4623723,0.6376276969909669
terrorization,-2.7,0.9,"[-4, -4, -3, -2, -2, -4, -2, -2, -2, -2]",-3.3376532,0.6376531600952147
tolerance,1.2,1.53623,"[2, 3, 2, 2, -2, 1, 1, 3, -1, 1]",0.5618067,0.6381933212280273
hurting,-1.7,0.78102,"[-3, -1, -1, -2, -1, -1, -3, -2, -2, -1]",-2.3382254,0.6382253646850586
honorariums,1.0,1.0,"[0, 0, 0, 0, 1, 2, 1, 3, 2, 1]",0.3614335,0.6385664939880371
irresolute,-1.4,0.66332,"[-2, -2, -1, -2, -1, -1, -1, -2, -2, 0]",-0.76142836,0.6385716438293456
screwing,-0.9,0.9434,"[-1, 0, 0, 0, -1, -1, -3, -2, 0, -1]",-0.26126528,0.6387347221374512
harmonicists,0.9,1.3,"[2, 1, 0, 0, 2, 0, 0, 0, 4, 0]",1.5394096,0.6394096374511719
fiesta,2.1,0.7,"[3, 2, 1, 2, 2, 1, 3, 3, 2, 2]",1.4603748,0.6396251678466798
appreciatory,1.7,0.78102,"[1, 2, 1, 3, 1, 3, 2, 2, 1, 1]",2.340238,0.640238094329834
casually,0.7,1.00499,"[1, 0, 0, 0, 1, 0, 0, 3, 2, 0]",0.05954981,0.6404501914978027
unethical,-2.3,0.78102,"[-3, -3, -1, -2, -2, -2, -3, -1, -3, -3]",-1.659081,0.6409190177917479
flunked,-2.1,0.9434,"[-4, -1, -3, -2, -1, -1, -3, -2, -2, -2]",-1.4588871,0.6411128997802735
scarecrows,-0.7,1.1,"[2, 0, -1, -1, -1, -2, -1, -2, 0, -1]",-0.058816433,0.6411835670471191
optimality,1.9,0.7,"[3, 3, 2, 1, 2, 1, 2, 2, 1, 2]",1.2585306,0.641469383239746
alarmists,-1.1,1.3,"[-1, -2, -3, -2, -1, -2, 1, 1, 0, -2]",-0.45816994,0.641830062866211
pressurise,-0.6,1.0198,"[0, -2, 0, 1, 0, -2, 0, -2, 0, -1]",0.042326927,0.6423269271850586
dumbwaiter,0.2,1.07703,"[0, 0, 0, 0, 2, 0, 2, 0, -2, 0]",-0.4426422,0.6426422119140625
romancer,1.3,1.1,"[0, 0, 2, 2, 2, 2, 3, 2, 0, 0]",1.9426851,0.6426851272583007
hesitating,-1.4,0.66332,"[-1, -1, -2, -1, -1, -3, -2, -1, -1, -1]",-0.7571449,0.6428550720214843
hopefulness,1.6,1.35647,"[2, 1, -2, 2, 3, 2, 1, 3, 2, 2]",2.2430468,0.6430467605590819
darkness,-1.0,0.44721,"[-2, -1, -1, -1, -1, 0, -1, -1, -1, -1]",-0.3568902,0.6431097984313965
dullnesses,-1.9,1.04403,"[-3, -2, -1, -1, -3, -1, -4, -1, -2, -1]",-1.256742,0.6432579994201659
enjoyment,2.6,0.4899,"[2, 3, 2, 3, 2, 3, 2, 3, 3, 3]",1.9557014,0.6442986488342286
ludicrous,-1.5,1.36015,"[2, -2, -2, -1, -1, -1, -3, -3, -2, -2]",-0.8552666,0.6447334289550781
lossy,-1.2,0.87178,"[-2, -2, -1, -2, 0, 0, 0, -1, -2, -2]",-0.5548916,0.645108413696289
cutey,2.1,1.04403,"[1, 2, 3, 4, 1, 1, 3, 2, 3, 1]",2.7451525,0.6451524734497069
freesias,0.4,0.66332,"[0, 0, 0, 1, 1, 2, 0, 0, 0, 0]",1.045188,0.6451879501342773
despairs,-2.7,1.00499,"[-3, -4, -1, -3, -4, -2, -1, -3, -3, -3]",-2.0541604,0.6458396434783937
tenses,-0.9,1.04403,"[-1, -3, 0, 0, 0, -1, 0, -2, -2, 0]",-0.25402832,0.6459716796875
merry,2.5,0.80623,"[2, 4, 2, 2, 3, 3, 3, 3, 2, 1]",1.8538604,0.6461396217346191
contemptibleness,-1.9,0.7,"[-2, -2, -1, -2, -2, -1, -1, -2, -3, -3]",-1.2537937,0.6462062835693358
cleverness,2.3,0.9,"[2, 4, 2, 2, 1, 3, 3, 3, 1, 2]",1.6536365,0.6463635444641112
foetus,0.2,0.6,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",-0.44672108,0.646721076965332
exhilarating,1.7,1.61555,"[3, 4, 3, 2, -1, 1, 1, 3, -1, 2]",2.3467388,0.6467388153076172
promising,1.7,0.45826,"[1, 2, 2, 1, 2, 2, 1, 2, 2, 2]",1.0532365,0.6467635154724121
peaceful,2.2,0.74833,"[4, 2, 1, 2, 2, 2, 3, 2, 2, 2]",1.5529041,0.6470958709716799
careful,0.6,1.11355,"[3, 0, 0, 0, 1, 0, -1, 2, 1, 0]",1.2476916,0.6476916313171387
luck,2.0,0.63246,"[2, 2, 1, 3, 3, 2, 1, 2, 2, 2]",1.3522997,0.647700309753418
melancholic,-0.3,1.18743,"[0, 2, -2, 0, 1, -1, 0, -2, 0, -1]",0.3484292,0.6484292030334473
favorableness,2.2,0.87178,"[1, 2, 1, 3, 2, 2, 2, 4, 2, 3]",1.5511012,0.6488987922668459
snubbed,-2.0,0.7746,"[-2, -2, 0, -2, -3, -2, -2, -2, -3, -2]",-1.350513,0.6494870185852051
tenderometers,0.2,0.4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",-0.45022917,0.6502291679382324
shitheads,-2.6,1.35647,"[-2, -3, -4, -3, -3, -3, -2, -4, 1, -3]",-1.9494817,0.6505182743072511
disturbances,-1.4,0.66332,"[-1, -1, -1, -2, -1, -1, -1, -1, -3, -2]",-2.0506172,0.6506172180175782
felony,-2.5,1.36015,"[-4, -3, -4, -2, -3, -3, -2, -3, -2, 1]",-1.8492577,0.6507422924041748
stealings,-1.9,0.9434,"[-2, -2, -1, -1, -1, -3, -4, -2, -1, -2]",-2.5507789,0.6507788658142091
vigilant,0.7,0.9,"[0, 2, 0, 2, 0, -1, 1, 1, 1, 1]",0.049055576,0.6509444236755371
shaken,-0.3,0.9,"[-1, -1, 1, -1, 1, 0, -1, 1, -1, -1]",-0.95136833,0.6513683319091796
uncertainness,-1.3,0.45826,"[-2, -2, -1, -1, -1, -1, -1, -2, -1, -1]",-0.6483407,0.6516592979431153
prepared,0.9,0.3,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0.2482667,0.6517333030700684
lowriders,0.1,0.53852,"[0, 0, 0, 0, 1, 0, -1, 0, 1, 0]",-0.5522027,0.6522027015686035
gross,-2.1,1.51327,"[-1, -3, -2, -3, -3, -3, -3, 2, -2, -3]",-1.4476957,0.6523042678833009
destruct,-2.4,0.4899,"[-3, -3, -3, -2, -2, -2, -3, -2, -2, -2]",-1.7468867,0.6531132698059081
succeeded,1.8,0.87178,"[2, 2, 1, 2, 2, 0, 2, 3, 3, 1]",1.1467137,0.6532862663269043
doubting,-1.4,0.4899,"[-1, -1, -1, -2, -2, -1, -1, -1, -2, -2]",-0.7465453,0.6534546852111816
panicled,0.1,0.83066,"[2, 0, 0, 0, 0, -1, 0, -1, 1, 0]",-0.5538435,0.6538434982299804
scarer,-1.7,0.78102,"[-2, -1, -1, -2, -3, -1, -3, -1, -2, -1]",-1.045938,0.6540619850158691
convincer,0.6,0.66332,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 1]",-0.054095745,0.6540957450866699
furiously,-1.9,1.04403,"[-2, -2, -4, -2, -1, -2, -1, -3, 0, -2]",-1.2456651,0.6543349266052245
jokester,1.5,0.67082,"[2, 2, 2, 2, 1, 1, 0, 1, 2, 2]",0.84503746,0.6549625396728516
traumatise,-2.8,0.6,"[-4, -3, -3, -2, -2, -3, -2, -3, -3, -3]",-2.1445754,0.655424642562866
respectably,1.7,0.78102,"[2, 2, 1, 3, 1, 3, 2, 1, 1, 1]",1.0439191,0.6560809135437011
dishearten,-2.0,0.63246,"[-3, -1, -2, -3, -2, -2, -1, -2, -2, -2]",-2.6562362,0.6562361717224121
flunker,-1.9,1.04403,"[-4, -1, -3, -2, -1, -1, -3, -2, -1, -1]",-1.2437263,0.6562737464904784
adventuristic,1.7,0.64031,"[2, 1, 1, 2, 2, 1, 3, 2, 2, 1]",1.0433807,0.6566192626953125
immune,1.2,0.74833,"[2, 2, 0, 1, 2, 1, 2, 1, 1, 0]",0.543355,0.6566450119018554
virtuosic,2.2,1.07703,"[2, 2, 4, 1, 0, 3, 3, 2, 2, 3]",1.543057,0.6569430351257326
lifesaver,2.8,0.74833,"[3, 3, 4, 2, 3, 1, 3, 3, 3, 3]",2.142415,0.6575849533081053
peacekeeping,2.0,0.63246,"[2, 1, 1, 2, 3, 3, 2, 2, 2, 2]",1.3420653,0.6579346656799316
tranquillest,0.8,1.4,"[1, 1, 2, 3, 1, 1, 0, -1, -2, 2]",0.14195824,0.6580417633056641
lovelies,2.2,0.74833,"[3, 3, 3, 1, 2, 2, 3, 2, 1, 2]",2.858162,0.6581619262695311
alright,1.0,0.7746,"[0, 1, 0, 3, 1, 1, 1, 1, 1, 1]",1.6583214,0.6583213806152344
commitment,1.6,0.91652,"[3, 1, 2, 0, 3, 1, 2, 1, 2, 1]",0.9416528,0.6583472251892091
excellencies,2.4,0.4899,"[3, 2, 3, 3, 2, 2, 2, 2, 3, 2]",1.7415853,0.6584147453308105
legally,0.4,0.8,"[1, 0, 0, 0, 1, 0, 2, 1, 0, -1]",-0.2592969,0.6592968940734864
contestable,0.6,1.0198,"[2, -1, 1, 0, 1, -1, 1, 1, 2, 0]",-0.059518337,0.6595183372497558
aghast,-1.9,1.04403,"[-2, -3, -1, 0, -2, -1, -4, -2, -2, -2]",-1.2403502,0.6596497535705566
chucklesome,1.1,0.53852,"[1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",1.7597451,0.6597451210021972
anxiousness,-1.0,1.48324,"[-2, -1, -1, -1, -1, -2, 3, -3, -1, -1]",-1.6599169,0.659916877746582
strongman,0.7,1.00499,"[0, 1, 3, 0, 1, -1, 1, 1, 0, 1]",0.03958893,0.6604110717773437
challengingly,-0.6,1.68523,"[0, -1, -2, 1, -3, 2, -2, -1, 2, -2]",0.060421944,0.6604219436645508
challenger,0.5,1.43178,"[0, 0, 2, -1, -2, 1, 3, 0, 2, 0]",-0.16066408,0.6606640815734863
worships,1.4,1.11355,"[2, 0, 1, 3, 2, 1, 0, 3, 2, 0]",0.7390895,0.6609105110168456
violated,-2.4,0.66332,"[-3, -3, -3, -3, -2, -3, -1, -2, -2, -2]",-1.7389848,0.6610151767730712
abusers,-2.6,1.0198,"[-2, -3, -3, -3, -3, -2, -3, -4, -3, 0]",-1.9389477,0.6610523223876954
aggressivities,-1.4,1.28062,"[-1, -1, -1, -2, 2, -2, -2, -2, -3, -2]",-2.0610626,0.6610625743865968
stinkweed,-0.4,1.0198,"[-2, 0, -1, 0, 2, 0, -1, -1, 0, -1]",-1.0611176,0.6611176490783691
despairers,-1.3,1.00499,"[-2, -1, -1, 1, -2, -1, -2, -1, -1, -3]",-1.9615307,0.6615306854248046
confusingly,-1.4,0.66332,"[-1, -1, -1, -1, -3, -1, -2, -1, -1, -2]",-0.7376666,0.6623333930969237
doomy,-1.1,1.37477,"[2, -2, -1, -2, -2, -2, -2, 1, -1, -2]",-0.43759918,0.6624008178710938
humoral,0.6,1.0198,"[2, 0, 0, 0, 0, 0, 3, 1, 0, 0]",1.2628994,0.662899398803711
abusivenesses,-3.0,0.63246,"[-3, -3, -4, -3, -4, -2, -2, -3, -3, -3]",-2.3365436,0.6634564399719238
horror,-2.7,1.1,"[-3, -1, -4, -4, -4, -3, -1, -2, -3, -2]",-2.0362127,0.6637873172760012
brightener,1.0,1.18322,"[0, 0, 0, 1, 0, 1, 2, 0, 3, 3]",1.6641893,0.664189338684082
impressing,2.5,0.92195,"[3, 4, 1, 2, 3, 2, 3, 1, 3, 3]",1.8357973,0.6642026901245117
favorers,1.4,0.4899,"[2, 2, 1, 2, 1, 2, 1, 1, 1, 1]",0.73567486,0.6643251419067382
erroneous,-1.8,0.6,"[-2, -3, -2, -2, -2, -2, -1, -1, -1, -2]",-1.1355667,0.6644332885742188
jealousies,-2.0,0.63246,"[-2, -3, -2, -1, -2, -3, -2, -1, -2, -2]",-1.3352671,0.6647329330444336
constrained,-0.4,1.0198,"[-1, 0, -1, -1, -1, -1, 2, -1, 1, -1]",-1.0654249,0.665424919128418
hoped,1.6,0.4899,"[1, 2, 1, 1, 2, 2, 1, 2, 2, 2]",0.93440294,0.6655970573425294
abandon,-1.9,0.53852,"[-1, -2, -2, -2, -2, -3, -2, -2, -1, -2]",-1.2342787,0.6657213211059569
divined,0.8,1.16619,"[1, 0, 3, 0, 0, 1, 0, 3, 0, 0]",0.13410711,0.6658928871154786
humors,1.6,0.4899,"[2, 1, 2, 2, 2, 2, 1, 2, 1, 1]",0.93407774,0.6659222602844239
dynamically,1.5,1.0247,"[2, 0, 3, 2, 0, 0, 2, 2, 2, 2]",0.83401537,0.6659846305847168
heroic,2.6,0.8,"[3, 3, 1, 4, 2, 3, 2, 3, 2, 3]",1.9340081,0.6659918785095216
cheat,-2.0,0.7746,"[-2, -3, -3, -2, -2, -1, -1, -1, -2, -3]",-2.666116,0.6661159992218018
battlefronts,-0.8,1.16619,"[0, 0, -2, -1, 0, -3, -1, 1, -2, 0]",-0.13356066,0.6664393424987793
disqualified,-1.8,0.6,"[-1, -2, -1, -2, -1, -2, -2, -3, -2, -2]",-2.4664655,0.6664654731750488
worthy,1.9,0.53852,"[2, 2, 2, 1, 1, 2, 2, 2, 3, 2]",1.2333136,0.6666864395141601
passionately,2.4,0.91652,"[3, 0, 3, 3, 2, 3, 2, 3, 2, 3]",1.7333088,0.6666912078857421
useless,-1.8,0.4,"[-2, -1, -2, -2, -1, -2, -2, -2, -2, -2]",-2.46677,0.6667699337005615
cheering,2.3,0.64031,"[3, 3, 2, 1, 3, 2, 2, 2, 3, 2]",1.6330295,0.6669705390930174
threatens,-1.6,1.56205,"[-2, -2, -2, 1, -4, -3, -3, -1, 1, -1]",-2.2670164,0.6670164108276366
tricksters,-1.3,0.9,"[-1, -2, -1, -2, 1, -2, -2, -1, -1, -2]",-0.6329198,0.6670802116394043
kewl,1.3,0.45826,"[2, 1, 1, 1, 2, 1, 2, 1, 1, 1]",0.6326661,0.6673338890075684
weaklier,-1.5,0.67082,"[-1, -2, -1, -3, -2, -1, -1, -2, -1, -1]",-2.1674812,0.6674811840057373
unapproved,-1.4,0.4899,"[-1, -1, -1, -2, -2, -1, -2, -2, -1, -1]",-2.0680318,0.6680317878723145
jerks,-1.1,1.51327,"[-2, -2, -1, -2, -1, 0, -2, 3, -2, -2]",-1.7687316,0.6687315940856933
gracilis,0.4,0.66332,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 2]",1.0688486,0.6688486099243164
degradations,-1.5,0.67082,"[-2, -1, -3, -1, -2, -2, -1, -1, -1, -1]",-0.83019066,0.6698093414306641
virtueless,-1.4,1.0198,"[-2, 0, -2, -3, -1, -3, -1, -1, -1, 0]",-0.7301774,0.669822597503662
hooligans,-1.1,1.22066,"[-2, -1, -1, 2, -1, -1, -1, -3, -2, -1]",-0.42973757,0.6702624320983888
chokes,-2.0,0.89443,"[-4, -3, -1, -2, -1, -2, -2, -2, -1, -2]",-1.3296676,0.6703324317932129
unprofessional,-2.3,0.78102,"[-2, -1, -3, -3, -2, -1, -3, -2, -3, -3]",-1.6293082,0.6706917762756346
tendernesses,0.9,1.44568,"[1, 2, 1, 1, 3, -1, -2, 2, 2, 0]",0.22923613,0.6707638740539551
ineffective,-0.5,1.74642,"[-2, -1, -1, -1, -2, 2, -2, 1, 3, -2]",-1.1708193,0.6708192825317383
widowed,-2.1,1.22066,"[0, -4, -2, -4, -3, -2, -2, -2, -1, -1]",-1.4290125,0.6709874629974366
feudalist,-0.9,1.13578,"[-2, -2, -2, -2, 0, 0, 1, 0, 0, -2]",-1.5710092,0.6710091590881347
intellectuals,1.6,0.8,"[0, 1, 2, 1, 3, 2, 1, 2, 2, 2]",0.92841864,0.6715813636779786
festivity,2.2,1.07703,"[3, 3, 3, 0, 2, 1, 3, 3, 1, 3]",1.527945,0.672054958343506
antagonizes,-0.5,1.9105,"[-2, 4, -2, -2, 1, 0, -2, 1, -1, -2]",-1.1722364,0.672236442565918
admirals,1.5,0.80623,"[2, 2, 0, 2, 2, 0, 1, 2, 2, 2]",0.82722616,0.6727738380432129
strongbox,0.7,0.78102,"[2, 1, 0, 0, 0, 1, 2, 1, 0, 0]",0.027070522,0.6729294776916503
wise,2.1,0.83066,"[2, 3, 1, 4, 2, 2, 1, 2, 2, 2]",1.4270701,0.672929859161377
worries,-1.8,0.6,"[-2, -2, -1, -2, -1, -2, -2, -3, -1, -2]",-1.1267166,0.6732833862304688
fearless,1.9,0.83066,"[3, 3, 3, 2, 2, 2, 1, 1, 1, 1]",1.2266293,0.6733707427978515
sarcastically,-1.1,1.37477,"[-1, -4, 1, -1, -1, -2, 1, -2, -1, -1]",-0.42660284,0.6733971595764161
evilness,-3.1,1.04403,"[-3, -4, -4, -4, -4, -2, -3, -2, -1, -4]",-2.4264073,0.6735926628112794
bully,-2.2,1.6,"[-2, -3, -3, -4, -2, -1, 2, -3, -3, -3]",-1.5263755,0.6736244678497316
oppressive,-1.7,1.34536,"[-3, -2, -1, -2, -2, -2, -3, 2, -2, -2]",-2.3737483,0.6737483024597168
swear,-0.2,1.53623,"[-2, 2, -1, 1, 1, 0, -1, -2, 2, -2]",-0.87410736,0.6741073608398438
delighter,2.0,0.63246,"[3, 2, 2, 3, 1, 2, 2, 1, 2, 2]",1.3258338,0.674166202545166
embarrassedly,-1.1,1.44568,"[-2, -1, -2, -3, 1, -1, -1, -2, -2, 2]",-1.7744074,0.6744073867797851
feudist,-1.1,0.83066,"[-2, 0, -3, -1, -1, -1, 0, -1, -1, -1]",-0.4251895,0.6748105049133302
desperations,-2.2,1.66132,"[-1, -4, -2, -4, -4, -1, -1, -2, 1, -4]",-1.5250783,0.6749217033386232
securitizing,0.7,0.9,"[2, 0, 0, 1, 2, 0, 2, 0, 0, 0]",0.024836063,0.6751639366149902
freelance,1.2,1.66132,"[3, 0, 0, 0, 0, 1, 4, 0, 4, 0]",0.5241709,0.6758291244506835
despiser,-1.8,1.07703,"[-2, -1, -3, 1, -2, -2, -3, -2, -2, -2]",-2.4759705,0.6759705066680908
shockingly,-0.7,1.48661,"[-2, 0, -1, -3, -3, 0, 2, 0, 0, 0]",-0.024024963,0.6759750366210937
egotists,-1.7,0.78102,"[-1, -2, 0, -2, -2, -2, -3, -1, -2, -2]",-1.023982,0.676017951965332
cheerfulness,2.1,0.9434,"[3, 2, 1, 2, 3, 4, 1, 2, 1, 2]",2.776269,0.6762689590454101
energizations,1.5,1.11803,"[1, 0, 3, 1, 3, 0, 1, 1, 2, 3]",2.1770663,0.6770663261413574
uglinesses,-2.5,1.0247,"[-3, -3, -2, -1, -1, -3, -2, -2, -4, -4]",-1.8223665,0.67763352394104
trivium,-0.3,0.64031,"[0, 0, -2, 0, 0, 0, 0, -1, 0, 0]",-0.97772455,0.677724552154541
whiney,-1.3,0.45826,"[-1, -2, -1, -1, -1, -2, -2, -1, -1, -1]",-1.9777422,0.6777421951293945
unhappiness,-2.4,0.66332,"[-3, -2, -2, -3, -2, -2, -3, -1, -3, -3]",-3.0778239,0.6778238773345948
cunts,-2.9,1.44568,"[-3, -4, -3, -4, -4, -4, -3, 1, -3, -2]",-2.2221332,0.6778668403625487
messed,-1.4,0.8,"[-2, -1, -1, -3, 0, -2, -2, -1, -1, -1]",-0.72163296,0.6783670425415038
amusable,0.7,1.18743,"[2, 1, 1, 1, 1, 1, 2, -2, -1, 1]",0.021232128,0.6787678718566894
exhausters,-1.3,0.45826,"[-2, -1, -2, -1, -1, -2, -1, -1, -1, -1]",-0.6208334,0.679166603088379
stubbornness,-1.1,0.53852,"[-1, -1, 0, -2, -1, -1, -1, -2, -1, -1]",-1.7791972,0.6791972160339355
fuckers,-2.9,0.9434,"[-3, -3, -4, -3, -4, -4, -2, -1, -2, -3]",-2.2207367,0.6792632579803466
vexing,-2.0,0.44721,"[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]",-1.3200698,0.6799302101135254
tenderizer,0.4,0.66332,"[0, 1, 0, 1, 0, 0, 2, 0, 0, 0]",-0.2803259,0.6803258895874024
slickest,0.3,1.00499,"[1, 0, -1, 0, -1, 0, 0, 0, 2, 2]",-0.3804798,0.6804798126220704
worshipful,0.7,1.00499,"[1, -1, 3, 1, 1, 1, 0, 0, 0, 1]",1.3808017,0.6808016777038575
loose,-1.3,1.18743,"[-2, -1, 0, -2, 0, -1, 0, -2, -4, -1]",-0.61862373,0.6813762664794922
uncertainty,-1.4,0.4899,"[-1, -1, -2, -1, -2, -1, -2, -1, -2, -1]",-0.7185869,0.6814130783081054
dazedly,-0.4,1.0198,"[-1, -1, -1, -1, -1, 2, -1, 1, 0, -1]",0.28141594,0.6814159393310547
questionable,-1.2,0.4,"[-1, -1, -1, -1, -1, -1, -1, -2, -2, -1]",-0.51839876,0.6816012382507324
distractions,-1.0,0.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",-0.31812382,0.6818761825561523
victimize,-2.5,0.67082,"[-3, -2, -4, -2, -2, -2, -2, -3, -3, -2]",-3.1820738,0.6820738315582275
stout,0.7,1.34536,"[2, 0, 3, 1, 2, 1, 0, 0, -2, 0]",0.017755032,0.6822449684143066
brightwork,1.1,0.83066,"[1, 0, 1, 2, 1, 0, 3, 1, 1, 1]",1.7822785,0.682278537750244
unpleasant,-2.1,0.53852,"[-2, -2, -3, -3, -2, -2, -2, -2, -1, -2]",-2.7824793,0.6824792861938476
grant,1.5,0.80623,"[2, 2, 1, 0, 3, 1, 1, 1, 2, 2]",0.817502,0.6824979782104492
distorts,-1.4,0.4899,"[-2, -1, -1, -1, -2, -2, -2, -1, -1, -1]",-0.71745634,0.682543659210205
capable,1.6,0.4899,"[1, 2, 2, 2, 1, 1, 2, 2, 1, 2]",0.91735315,0.6826468467712403
nurtural,1.5,0.80623,"[2, 1, 2, 2, 1, 3, 0, 1, 2, 1]",0.8166876,0.6833124160766602
herons,0.5,1.0247,"[0, 0, 0, 3, 0, 2, 0, 0, 0, 0]",1.1836419,0.6836419105529785
crazinesses,-1.0,1.48324,"[1, -2, -2, 2, -1, 0, -2, -1, -3, -2]",-0.31629276,0.6837072372436523
murderers,-3.3,0.78102,"[-3, -4, -4, -4, -4, -2, -4, -3, -3, -2]",-2.6162844,0.6837156295776365
hostilely,-2.2,0.6,"[-1, -3, -3, -2, -2, -2, -2, -2, -2, -3]",-1.51602,0.6839799404144289
flustered,-1.0,1.18322,"[-1, -1, -1, -1, -3, -2, 2, -1, -1, -1]",-0.31561804,0.6843819618225098
ignorance,-1.5,1.20416,"[-2, -2, -3, -2, 0, -2, -1, -3, -1, 1]",-2.184769,0.6847689151763916
gratins,0.2,0.6,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",0.88502264,0.6850226402282715
trite,-0.8,0.4,"[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1]",-0.11479044,0.6852095603942872
perfectionists,0.1,1.22066,"[1, -1, 1, -1, 0, 0, -1, 0, 3, -1]",0.7854352,0.6854351997375489
optimists,1.6,0.66332,"[3, 2, 2, 1, 2, 1, 2, 1, 1, 1]",0.91448784,0.6855121612548829
flatteringly,1.0,1.61245,"[2, 2, 1, 2, 1, -3, -1, 2, 2, 2]",0.31447268,0.6855273246765137
compassionates,1.6,0.4899,"[2, 1, 2, 2, 1, 2, 2, 1, 1, 2]",2.2856116,0.6856116294860839
danger,-2.4,0.91652,"[-3, -1, -2, -3, -3, -3, -2, -1, -2, -4]",-1.7137003,0.686299705505371
sweetie,2.2,0.6,"[2, 3, 3, 2, 1, 3, 2, 2, 2, 2]",2.886323,0.6863229751586912
selfishnesses,-2.0,1.94936,"[-4, -3, -1, -3, -2, -4, 2, 1, -3, -3]",-1.31353,0.6864700317382812
forgivably,1.6,0.66332,"[1, 1, 2, 1, 2, 2, 1, 2, 3, 1]",0.9129734,0.687026596069336
friendship,1.9,0.53852,"[1, 2, 2, 1, 3, 2, 2, 2, 2, 2]",2.5870295,0.6870294570922852
snobbiest,-0.5,1.11803,"[-2, -2, 1, -1, 1, -1, 0, -1, 1, -1]",-1.187263,0.687263011932373
hiding,-1.2,0.4,"[-1, -1, -2, -1, -1, -1, -1, -1, -2, -1]",-1.8873513,0.6873512744903565
vigorously,0.5,0.92195,"[0, 0, 0, 1, 2, 0, 2, -1, 1, 0]",-0.1879344,0.687934398651123
unsuccessful,-1.5,0.5,"[-2, -1, -1, -2, -2, -1, -1, -1, -2, -2]",-2.187935,0.6879351139068604
ok,1.2,0.4,"[1, 2, 1, 1, 1, 1, 2, 1, 1, 1]",0.5117183,0.6882817268371582
defensively,-0.6,0.91652,"[1, 1, -1, -1, -1, -1, -2, -1, 0, -1]",0.08835697,0.6883569717407226
guilt,-1.1,1.22066,"[-1, -3, 2, -1, -1, -2, -1, -2, -1, -1]",-1.7886882,0.6886881828308105
distrusting,-2.1,0.83066,"[-1, -2, -2, -2, -3, -3, -1, -3, -1, -3]",-2.7887983,0.6887983322143554
swindling,-2.0,1.0,"[-2, -2, -2, -4, -1, 0, -3, -2, -2, -2]",-1.310811,0.6891889572143555
magnifications,1.2,1.249,"[-1, 0, 0, 2, 2, 2, 0, 2, 3, 2]",1.8895636,0.6895635604858399
integrity,1.6,0.66332,"[2, 1, 1, 1, 2, 1, 3, 1, 2, 2]",0.91022253,0.6897774696350099
hatefully,-2.3,0.78102,"[-1, -3, -3, -3, -1, -2, -2, -2, -3, -3]",-2.9898174,0.6898173809051515
foetuses,0.2,0.6,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-0.49012613,0.6901261329650878
poisonings,-2.4,1.11355,"[-2, 0, -2, -1, -4, -3, -3, -3, -3, -3]",-3.0902112,0.6902111530303956
comforters,1.2,0.6,"[2, 1, 0, 2, 1, 1, 2, 1, 1, 1]",1.8903074,0.6903074264526368
murderer,-3.6,0.4899,"[-4, -3, -3, -3, -4, -4, -4, -3, -4, -4]",-2.909601,0.6903990268707276
kissing,2.7,0.78102,"[3, 3, 4, 1, 3, 2, 2, 3, 3, 3]",2.0091176,0.6908823966979982
admonished,-1.9,0.9434,"[-2, -2, -2, -1, -2, -3, -1, -1, -1, -4]",-1.2089043,0.691095733642578
comprehensive,1.0,0.63246,"[1, 1, 1, 0, 2, 2, 1, 0, 1, 1]",0.308774,0.6912260055541992
lowering,-1.0,0.7746,"[0, -1, -1, -1, -1, 0, -3, -1, -1, -1]",-0.30874062,0.6912593841552734
sluttier,-2.7,1.18743,"[-2, -2, -4, -3, -4, -4, -1, -1, -2, -4]",-2.0083547,0.6916453361511232
pitiless,-1.8,0.87178,"[-2, 0, -2, -2, -2, -3, -1, -3, -1, -2]",-1.1081338,0.6918662071228028
geekier,0.2,1.4,"[0, 3, -1, -1, -1, 1, 2, 1, -1, -1]",0.8921051,0.6921051025390625
fighting,-1.5,1.11803,"[-1, -2, -3, -2, -2, -2, 0, -3, 0, 0]",-0.8075924,0.6924076080322266
dazed,-0.7,0.64031,"[0, -1, -1, 0, -1, -1, 0, -1, 0, -2]",-0.006957531,0.6930424690246582
harassment,-2.5,0.67082,"[-2, -3, -2, -2, -3, -2, -4, -3, -2, -2]",-3.1931694,0.693169355392456
respectfully,1.7,0.64031,"[1, 2, 1, 2, 2, 2, 1, 3, 1, 2]",1.0065942,0.6934058189392089
grossed,-0.4,1.11355,"[-1, -2, -1, -2, 0, 0, 1, 1, 1, -1]",-1.0934525,0.6934524536132812
